# Millis,estlat,estlon,nextwaypoint,bearing,distance,heading
13100,39.6020100,-104.9296450,2,-39.20,15.990,82.400
13150,39.6020100,-104.9296430,2,-39.80,16.094,82.900
13200,39.6020110,-104.9296400,2,-40.40,16.201,83.000
13250,39.6020110,-104.9296380,2,-41.00,16.305,83.400
13300,39.6020110,-104.9296360,2,-41.50,16.413,83.200
13350,39.6020110,-104.9296340,2,-42.00,16.520,83.300
13400,39.6020110,-104.9296320,2,-42.60,16.631,83.100
13450,39.6020120,-104.9296290,2,-43.10,16.743,82.900
13500,39.6020120,-104.9296270,2,-43.60,16.858,81.000
13550,39.6020120,-104.9296250,2,-44.20,16.967,78.400
13600,39.6020130,-104.9296220,2,-44.80,17.081,75.300
13650,39.6020130,-104.9296200,2,-45.40,17.181,72.000
13700,39.6020140,-104.9296180,2,-46.00,17.273,68.700
13750,39.6020140,-104.9296160,2,-46.70,17.360,65.600
13800,39.6020150,-104.9296130,2,-47.40,17.440,62.400
13850,39.6020160,-104.9296110,2,-48.00,17.509,59.400
13900,39.6020170,-104.9296090,2,-48.70,17.575,56.500
13950,39.6020180,-104.9296070,2,-49.40,17.630,53.300
14000,39.6020200,-104.9296050,2,-50.10,17.677,50.300
14050,39.6020210,-104.9296030,2,-50.90,17.715,47.200
14100,39.6020230,-104.9296010,2,-51.60,17.744,43.000
14150,39.6020240,-104.9295990,2,-52.40,17.758,39.400
14200,39.6020260,-104.9295970,2,-53.10,17.761,35.100
14250,39.6020270,-104.9295960,2,-53.90,17.750,31.800
14300,39.6020290,-104.9295940,2,-54.60,17.729,27.500
14350,39.6020310,-104.9295930,2,-55.40,17.693,25.000
14400,39.6020330,-104.9295920,2,-56.20,17.648,20.700
14450,39.6020350,-104.9295910,2,-56.90,17.590,18.100
14500,39.6020370,-104.9295900,2,-57.70,17.525,14.200
14550,39.6020400,-104.9295890,2,-58.50,17.444,11.500
14600,39.6020420,-104.9295890,2,-59.20,17.356,8.000
14650,39.6020440,-104.9295890,2,-60.00,17.259,5.800
14700,39.6020460,-104.9295880,2,-60.70,17.150,2.900
14750,39.6020480,-104.9295880,2,-61.50,17.035,-0.200
14800,39.6020510,-104.9295880,2,-62.20,16.910,-2.100
14850,39.6020530,-104.9295880,2,-63.00,16.779,-5.500
14900,39.6020550,-104.9295890,2,-63.70,16.640,-6.200
